CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,AgeGroup,IncomeCategory,FamilySize
201474,0,,"Self Enquiry",1,8,"Small Business",Male,2,3,Basic,4,Married,1,0,5,1,1,Executive,18468,Young,Low,3
201475,0,32,"Company Invited",1,8,Salaried,Male,3,3,Basic,3,Single,1,0,3,1,1,Executive,18068,Middle-aged,Low,4
201476,0,59,"Self Enquiry",1,9,"Small Business",Female,2,1,Basic,5,Married,5,1,1,0,1,Executive,17670,Senior,Low,3
201477,0,30,"Self Enquiry",1,30,Salaried,Male,3,3,Basic,3,Married,2,0,3,1,2,Executive,17693,Middle-aged,Low,5
201478,0,38,"Company Invited",1,29,Salaried,Male,2,4,Standard,3,Unmarried,1,0,3,1,0,"Senior Manager",24526,Middle-aged,Medium,2
201479,0,36,"Self Enquiry",1,33,"Small Business",Male,3,3,Deluxe,3,Married,7,0,3,0,0,Manager,20237,Middle-aged,Medium,3
201480,0,35,"Self Enquiry",1,22,"Small Business",Male,2,1,Basic,4,Married,1,0,4,1,1,Executive,17426,Middle-aged,Low,3
201482,0,31,"Self Enquiry",1,32,Salaried,Male,2,3,Basic,3,Married,2,0,3,1,1,Executive,17911,Middle-aged,Low,3
201483,0,34,"Self Enquiry",1,25,"Small Business",Male,3,3,Basic,3,Married,1,0,3,0,0,Executive,17661,Middle-aged,Low,3
201484,1,28,"Self Enquiry",1,30,Salaried,Male,2,4,Basic,3,Single,6,1,1,0,0,Executive,17028,Young,Low,2
201485,0,29,"Self Enquiry",1,27,Salaried,Female,2,1,Standard,5,Married,2,0,5,1,1,"Senior Manager",24980,Young,Medium,3
201486,0,32,"Self Enquiry",1,11,Salaried,Male,3,1,Basic,4,Married,1,1,1,1,2,Executive,18298,Middle-aged,Low,5
201487,0,22,"Company Invited",1,22,"Small Business",Male,3,1,Basic,3,Married,2,1,3,0,2,Executive,17935,Young,Low,5
201488,0,53,"Self Enquiry",3,8,Salaried,Female,3,4,"Super Deluxe",3,Married,3,0,3,0,0,AVP,30427,Senior,Medium,3
201491,1,,"Self Enquiry",3,15,Salaried,Male,2,4,Basic,5,Single,1,0,1,0,0,Executive,18407,Young,Low,2
201492,0,34,"Self Enquiry",1,13,Salaried,"Fe Male",2,3,Standard,4,Unmarried,1,0,5,0,0,"Senior Manager",26994,Middle-aged,Medium,2
201493,0,21,"Self Enquiry",1,21,Salaried,Male,3,3,Basic,3,Single,2,0,5,1,1,Executive,16232,Young,Low,4
201494,1,34,"Self Enquiry",1,12,"Small Business",Male,2,3,Basic,5,Single,3,0,4,0,0,Executive,17960,Middle-aged,Low,2
201495,0,53,"Self Enquiry",1,11,Salaried,Female,2,3,King,3,Married,5,0,4,1,0,VP,34094,Senior,Medium,2
201497,0,42,"Self Enquiry",3,14,"Small Business",Male,2,3,Deluxe,4,Married,1,0,3,1,0,Manager,21825,Middle-aged,Medium,2
201498,0,44,"Self Enquiry",1,13,"Small Business",Female,2,4,Standard,3,Married,4,0,4,0,0,"Senior Manager",25248,Middle-aged,Medium,2
201499,0,46,"Self Enquiry",3,8,"Small Business",Female,2,3,King,5,Single,4,0,1,1,1,VP,33947,Senior,Medium,3
201500,0,33,"Self Enquiry",1,8,"Small Business",Male,3,3,Basic,3,Single,5,0,3,0,2,Executive,17496,Middle-aged,Low,5
201501,0,44,"Self Enquiry",1,16,Salaried,Male,2,3,Deluxe,3,Married,3,1,3,0,1,Manager,21465,Middle-aged,Medium,3
201502,0,30,"Self Enquiry",1,15,"Small Business",Male,2,4,Basic,3,Single,2,0,4,0,1,Executive,17206,Middle-aged,Low,3
201503,1,39,"Self Enquiry",3,11,"Large Business",Male,2,3,Deluxe,3,Married,4,0,1,0,0,Manager,17086,Middle-aged,Low,2
201504,1,24,"Self Enquiry",1,6,"Small Business",Male,3,3,Basic,3,Married,3,1,3,0,2,Executive,17293,Young,Low,5
201505,0,43,"Self Enquiry",1,8,"Small Business",Female,3,1,Basic,3,Married,2,0,1,1,2,Executive,17645,Middle-aged,Low,5
201506,1,50,"Self Enquiry",3,9,"Small Business",Male,2,4,Basic,3,Married,2,1,4,1,1,Executive,17683,Senior,Low,3
201507,0,35,"Self Enquiry",3,8,"Small Business",Female,3,3,Basic,3,Married,2,0,1,1,2,Executive,17014,Middle-aged,Low,5
201508,0,,"Self Enquiry",1,11,Salaried,Female,2,4,Basic,5,Married,1,1,1,1,1,Executive,18419,Young,Low,3
201509,0,33,"Company Invited",3,6,Salaried,Female,2,1,Deluxe,5,Married,3,0,3,0,1,Manager,20376,Middle-aged,Medium,3
201510,0,35,"Self Enquiry",1,10,Salaried,Male,3,3,Basic,3,Married,2,0,4,1,1,Executive,16951,Middle-aged,Low,4
201511,0,27,"Self Enquiry",1,8,Salaried,Female,2,3,Basic,5,Married,2,0,3,1,1,Executive,17341,Young,Low,3
201512,1,26,"Self Enquiry",1,31,Salaried,Male,2,5,Basic,3,Single,2,0,1,0,0,Executive,17293,Young,Low,2
201513,0,27,"Company Invited",3,14,Salaried,Male,2,3,Standard,3,Unmarried,2,0,1,1,0,"Senior Manager",23726,Young,Medium,2
201515,1,41,"Self Enquiry",1,18,"Large Business",Female,2,3,King,3,Married,2,0,4,1,1,VP,34545,Middle-aged,Medium,3
201517,0,37,"Self Enquiry",1,25,Salaried,Male,3,3,Basic,4,Married,5,0,4,0,1,Executive,18022,Middle-aged,Low,4
201518,0,46,"Company Invited",3,11,"Small Business",Male,3,3,Deluxe,3,Single,5,1,5,1,1,Manager,20772,Senior,Medium,4
201519,0,35,"Self Enquiry",1,14,Salaried,Male,2,1,Basic,3,Married,2,0,5,1,1,Executive,17269,Middle-aged,Low,3
201520,1,48,"Self Enquiry",1,6,Salaried,Male,3,4,Standard,3,Single,1,1,5,0,0,"Senior Manager",20381,Senior,Medium,3
201521,1,,"Self Enquiry",1,11,"Large Business",Male,2,3,Basic,3,Single,2,1,1,0,0,Executive,18441,Young,Low,2
201522,0,44,"Self Enquiry",3,6,"Small Business",Female,3,3,Deluxe,5,Married,6,1,1,1,1,Manager,20454,Middle-aged,Medium,4
201523,0,35,"Company Invited",1,17,"Small Business",Male,3,4,Standard,5,Married,3,1,5,1,2,"Senior Manager",24884,Middle-aged,Medium,5
201525,0,33,"Company Invited",1,6,Salaried,"Fe Male",3,3,Standard,3,Unmarried,2,1,1,1,0,"Senior Manager",28458,Middle-aged,Medium,3
201526,0,35,"Company Invited",3,5,Salaried,Male,3,3,Standard,5,Married,2,0,4,0,0,"Senior Manager",24069,Middle-aged,Medium,3
201528,0,31,"Self Enquiry",1,13,Salaried,Male,2,3,Deluxe,3,Married,4,0,3,0,1,Manager,20915,Middle-aged,Medium,3
201529,0,37,"Self Enquiry",1,6,Salaried,Male,2,4,Deluxe,3,Married,2,0,5,0,0,Manager,20993,Middle-aged,Medium,2
201530,0,32,"Self Enquiry",1,6,"Small Business",Male,2,3,Deluxe,3,Married,2,1,4,1,1,Manager,21162,Middle-aged,Medium,3
201531,0,38,"Company Invited",1,35,Salaried,Female,2,3,Deluxe,3,Single,2,0,3,1,0,Manager,17406,Middle-aged,Low,2
201532,0,50,"Self Enquiry",1,13,"Small Business",Female,2,4,King,3,Married,6,1,4,1,1,VP,33740,Senior,Medium,3
201533,0,59,"Self Enquiry",3,31,Salaried,Female,4,3,Standard,5,Unmarried,1,0,3,1,1,"Senior Manager",22637,Senior,Medium,5
201534,0,36,"Self Enquiry",1,14,"Large Business",Female,2,3,Standard,3,Married,2,0,4,1,0,"Senior Manager",25096,Middle-aged,Medium,2
201535,0,55,"Self Enquiry",1,14,"Small Business",Female,2,3,"Super Deluxe",3,Married,3,1,3,1,1,AVP,29756,Senior,Medium,3
201536,0,36,"Company Invited",1,17,Salaried,Male,3,4,Deluxe,4,Unmarried,2,0,4,1,1,Manager,21499,Middle-aged,Medium,4
201537,0,45,"Self Enquiry",1,13,Salaried,Male,2,3,Standard,5,Married,3,0,3,0,0,"Senior Manager",24724,Middle-aged,Medium,2
201538,0,35,"Company Invited",1,6,"Small Business",Male,3,3,Basic,5,Married,5,0,1,0,1,Executive,17194,Middle-aged,Low,4
201539,1,,"Self Enquiry",1,15,"Small Business",Male,3,4,Basic,3,Married,1,1,1,1,2,Executive,18388,Young,Low,5
201540,0,59,"Company Invited",3,6,Salaried,Female,2,4,Deluxe,3,Single,1,0,5,1,0,Manager,20473,Senior,Medium,2
201541,0,29,"Self Enquiry",1,8,Salaried,Male,3,3,Basic,4,Married,1,0,4,1,0,Executive,17703,Young,Low,3
201542,0,31,"Self Enquiry",1,6,"Small Business",Male,2,3,Basic,4,Single,2,0,3,1,0,Executive,17501,Middle-aged,Low,2
201543,0,32,"Self Enquiry",1,6,Salaried,Male,3,3,Deluxe,4,Married,2,0,3,1,0,Manager,21220,Middle-aged,Medium,3
201544,0,36,"Self Enquiry",1,12,Salaried,Female,2,1,Basic,3,Married,4,0,1,0,0,Executive,18038,Middle-aged,Low,2
201547,0,45,"Self Enquiry",1,12,Salaried,Male,2,3,Standard,5,Married,5,1,3,1,1,"Senior Manager",28245,Middle-aged,Medium,3
201548,0,37,"Self Enquiry",1,13,"Small Business",Male,1,3,Standard,3,Single,5,0,1,0,0,"Senior Manager",28664,Middle-aged,Medium,1
201550,0,30,"Self Enquiry",1,6,Salaried,Male,2,4,Deluxe,3,Married,2,1,1,1,1,Manager,20126,Middle-aged,Medium,3
201551,0,35,"Self Enquiry",1,6,"Small Business",Male,1,4,Basic,3,Single,2,0,4,1,0,Executive,17859,Middle-aged,Low,1
201552,0,55,"Self Enquiry",3,6,Salaried,Male,3,3,Standard,3,Married,4,0,1,0,2,"Senior Manager",25239,Senior,Medium,5
201553,0,38,"Company Invited",1,12,"Small Business",Female,3,5,Deluxe,3,Married,1,1,1,0,2,Manager,20329,Middle-aged,Medium,5
201555,0,56,"Self Enquiry",1,13,Salaried,Male,2,5,Standard,3,Unmarried,5,0,1,0,0,"Senior Manager",22260,Senior,Medium,2
201556,0,23,"Self Enquiry",3,8,"Large Business",Male,3,3,Basic,5,Married,4,0,3,1,2,Executive,17322,Young,Low,5
201557,0,51,"Self Enquiry",1,15,Salaried,Male,3,3,Basic,3,Married,4,0,3,1,0,Executive,17075,Senior,Low,3
201559,1,46,"Self Enquiry",3,15,"Small Business",Male,3,4,Standard,3,Unmarried,2,0,5,1,2,"Senior Manager",24619,Senior,Medium,5
201560,0,40,"Company Invited",1,6,Salaried,Male,3,4,"Super Deluxe",4,Married,2,0,1,1,1,AVP,28503,Middle-aged,Medium,4
201561,0,51,"Self Enquiry",3,27,"Small Business",Male,3,3,Deluxe,3,Single,1,1,5,0,2,Manager,20441,Senior,Medium,5
201562,0,30,"Self Enquiry",3,10,"Small Business",Female,3,4,Deluxe,4,Married,2,1,3,1,0,Manager,20209,Middle-aged,Medium,3
201563,0,46,"Company Invited",1,6,"Small Business",Male,2,4,Standard,5,Married,3,1,1,1,1,"Senior Manager",25673,Senior,Medium,3
201565,0,54,"Self Enquiry",1,8,"Large Business",Female,2,3,Standard,3,Married,1,0,4,0,0,"Senior Manager",28549,Senior,Medium,2
201568,0,58,"Self Enquiry",3,16,"Small Business",Male,2,3,"Super Deluxe",3,Single,1,0,3,0,1,AVP,28872,Senior,Medium,3
201569,0,44,"Company Invited",1,29,"Small Business",Male,3,3,Deluxe,4,Married,5,0,3,0,1,Manager,17042,Middle-aged,Low,4
201570,1,37,"Self Enquiry",2,12,Salaried,Male,3,3,Basic,5,Married,5,1,1,0,2,Executive,17073,Middle-aged,Low,5
201571,0,32,"Self Enquiry",1,6,Salaried,Male,3,3,Basic,5,Single,2,0,1,0,1,Executive,17956,Middle-aged,Low,4
201572,1,20,"Company Invited",1,12,Salaried,Female,3,4,Basic,3,Single,2,1,1,0,0,Executive,17926,Young,Low,3
201574,0,37,"Company Invited",1,8,Salaried,Male,3,4,Deluxe,3,Married,6,0,1,1,2,Manager,20163,Middle-aged,Medium,5
201575,0,59,"Company Invited",2,8,Salaried,Female,2,4,King,3,Married,1,0,1,0,1,VP,33844,Senior,Medium,3
201576,0,50,"Company Invited",1,6,Salaried,Female,3,3,King,4,Married,4,1,1,0,2,VP,33172,Senior,Medium,5
201577,1,25,"Self Enquiry",3,11,"Small Business",Male,2,4,Deluxe,3,Single,2,1,3,0,1,Manager,20744,Young,Medium,3
201578,0,25,"Self Enquiry",1,13,"Small Business",Male,3,4,Basic,3,Married,2,0,1,0,2,Executive,17889,Young,Low,5
201579,0,22,"Self Enquiry",1,21,"Small Business",Female,2,3,Basic,3,Single,2,0,1,1,1,Executive,17871,Young,Low,3
201580,0,51,"Company Invited",1,6,"Small Business",Female,1,4,Standard,5,Unmarried,4,0,1,1,0,"Senior Manager",22484,Senior,Medium,1
201581,1,34,"Company Invited",1,13,Salaried,Male,3,5,Deluxe,3,Single,2,1,5,1,0,Manager,21074,Middle-aged,Medium,3
201582,0,54,"Company Invited",2,32,Salaried,Female,1,1,"Super Deluxe",3,Single,3,1,3,1,0,AVP,32328,Senior,Medium,1
201583,0,24,"Self Enquiry",1,24,Salaried,Male,2,3,Basic,3,Married,1,0,4,0,0,Executive,17774,Young,Low,2
201585,0,37,"Self Enquiry",3,9,Salaried,Male,2,3,Standard,3,Unmarried,3,0,3,0,1,"Senior Manager",22428,Middle-aged,Medium,3
201586,0,34,"Self Enquiry",1,11,"Small Business","Fe Male",2,4,Standard,5,Unmarried,3,0,1,1,1,"Senior Manager",26631,Middle-aged,Medium,3
201587,0,36,"Company Invited",3,17,"Large Business",Female,3,3,Standard,3,Married,1,0,5,0,2,"Senior Manager",24738,Middle-aged,Medium,5
201588,0,36,"Self Enquiry",1,9,Salaried,Female,2,3,Basic,3,Married,6,0,1,0,1,Executive,17835,Middle-aged,Low,3
201589,0,43,"Company Invited",3,32,Salaried,Male,3,3,"Super Deluxe",3,Married,2,1,1,1,0,AVP,31959,Middle-aged,Medium,3
201590,0,30,"Company Invited",1,29,Salaried,Male,3,5,Basic,3,Married,2,0,3,0,0,Executive,17613,Middle-aged,Low,3
201591,0,33,"Company Invited",3,28,"Small Business",Male,3,3,Deluxe,4,Married,1,0,1,0,0,Manager,21146,Middle-aged,Medium,3
201593,0,51,"Self Enquiry",1,12,Salaried,Male,2,3,King,3,Single,1,0,5,1,1,VP,34537,Senior,Medium,3
201594,1,31,"Self Enquiry",3,12,Salaried,Male,3,5,Deluxe,3,Married,5,1,3,0,2,Manager,21172,Middle-aged,Medium,5
201595,0,26,"Self Enquiry",1,12,Salaried,Female,2,4,Basic,4,Married,2,0,3,1,1,Executive,17368,Young,Low,3
201596,1,58,"Self Enquiry",1,29,"Small Business",Female,3,3,Standard,3,Married,2,0,3,1,0,"Senior Manager",25312,Senior,Medium,3
201597,1,19,"Self Enquiry",3,28,"Small Business",Male,2,3,Basic,3,Single,2,1,1,1,0,Executive,16675,Young,Low,2
201598,0,22,"Self Enquiry",1,8,"Large Business",Male,3,3,Basic,3,Married,1,0,5,1,0,Executive,17523,Young,Low,3
201599,0,49,"Self Enquiry",1,26,"Small Business",Female,3,3,Deluxe,5,Married,2,0,1,1,0,Manager,21567,Senior,Medium,3
201601,0,50,"Company Invited",3,18,"Small Business","Fe Male",3,3,Standard,3,Unmarried,5,0,5,1,2,"Senior Manager",24208,Senior,Medium,5
201603,0,41,"Self Enquiry",3,15,Salaried,Male,3,3,Standard,3,Married,4,1,1,0,1,"Senior Manager",23189,Middle-aged,Medium,4
201604,0,26,"Self Enquiry",2,31,Salaried,Female,3,3,Basic,3,Married,2,0,4,1,1,Executive,17942,Young,Low,4
201606,1,51,"Company Invited",1,14,Salaried,Male,2,5,Standard,3,Unmarried,3,0,1,1,0,"Senior Manager",25650,Senior,Medium,2
201607,0,39,"Self Enquiry",3,10,Salaried,Female,2,4,Deluxe,3,Married,5,0,5,1,1,Manager,20902,Middle-aged,Medium,3
201608,0,25,"Self Enquiry",3,34,Salaried,Male,2,4,Deluxe,3,Married,3,0,4,1,1,Manager,23639,Young,Medium,3
201609,0,30,"Self Enquiry",2,15,Salaried,Male,2,3,Deluxe,3,Married,1,1,3,1,1,Manager,21347,Middle-aged,Medium,3
201611,0,,"Self Enquiry",1,35,"Small Business",Male,2,3,Basic,3,Single,6,0,1,1,0,Executive,18452,Young,Low,2
201613,0,30,"Self Enquiry",1,24,Salaried,Female,3,3,Basic,3,Single,2,0,1,1,2,Executive,17632,Middle-aged,Low,5
201615,0,30,"Self Enquiry",1,11,"Large Business",Female,2,3,Basic,5,Married,6,0,5,0,1,Executive,18204,Middle-aged,Low,3
201616,0,30,"Self Enquiry",1,8,"Small Business",Male,2,4,Basic,3,Single,1,0,4,0,0,Executive,17720,Middle-aged,Low,2
201617,0,41,"Company Invited",1,16,Salaried,Male,3,4,"Super Deluxe",5,Married,5,0,1,1,0,AVP,32181,Middle-aged,Medium,3
201618,0,41,"Self Enquiry",1,15,Salaried,Male,3,3,Basic,5,Married,3,0,1,0,0,Executive,17238,Middle-aged,Low,3
201619,0,19,"Self Enquiry",1,9,"Small Business",Female,3,3,Basic,4,Single,2,0,3,1,0,Executive,16483,Young,Low,3
201620,0,40,"Company Invited",1,32,"Small Business",Female,2,3,Deluxe,4,Married,2,0,1,0,1,Manager,20605,Middle-aged,Medium,3
201621,0,35,"Self Enquiry",3,6,"Small Business",Male,3,3,Standard,4,Married,2,0,4,0,0,"Senior Manager",22295,Middle-aged,Medium,3
201622,0,53,"Self Enquiry",3,12,"Small Business",Male,2,3,Deluxe,3,Married,3,1,5,0,1,Manager,17306,Senior,Low,3
201623,0,45,"Self Enquiry",1,15,Salaried,Male,2,3,Deluxe,4,Married,1,0,4,1,0,Manager,17348,Middle-aged,Low,2
201624,0,32,"Company Invited",3,14,"Small Business","Fe Male",2,3,Standard,3,Unmarried,2,0,4,1,1,"Senior Manager",23998,Middle-aged,Medium,3
201626,0,51,"Self Enquiry",1,13,"Small Business",Male,2,4,Deluxe,3,Married,3,0,3,1,1,Manager,21132,Senior,Medium,3
201627,0,58,"Self Enquiry",1,15,"Small Business",Female,3,4,Basic,4,Married,5,1,1,1,1,Executive,18346,Senior,Low,4
201628,0,40,"Self Enquiry",3,10,"Small Business",Male,3,4,Standard,3,Married,1,0,1,1,1,"Senior Manager",25855,Middle-aged,Medium,4
201629,0,34,"Company Invited",3,8,"Small Business",Female,3,3,Basic,3,Married,7,0,5,0,0,Executive,17231,Middle-aged,Low,3
201630,0,22,"Self Enquiry",1,25,"Small Business",Male,3,3,Basic,3,Married,2,0,1,1,0,Executive,17323,Young,Low,3
201631,0,27,"Company Invited",1,15,"Small Business",Male,2,3,Basic,4,Married,7,0,3,1,1,Executive,17024,Young,Low,3
201632,0,28,"Self Enquiry",1,27,"Small Business",Male,2,3,Basic,3,Married,2,0,1,0,0,Executive,17713,Young,Low,2
201633,0,57,"Self Enquiry",1,30,Salaried,Male,2,1,Standard,3,Married,4,1,4,1,0,"Senior Manager",24439,Senior,Medium,2
201634,0,27,"Company Invited",1,9,"Small Business",Male,3,4,Basic,3,Married,2,1,1,0,2,Executive,17566,Young,Low,5
201636,0,41,"Self Enquiry",1,20,Salaried,Male,2,3,Basic,3,Married,5,0,4,1,1,Executive,17451,Middle-aged,Low,3
201637,0,30,"Self Enquiry",3,11,Salaried,Female,2,3,Standard,3,Married,3,0,4,1,1,"Senior Manager",24419,Middle-aged,Medium,3
201638,0,38,"Self Enquiry",3,6,Salaried,"Fe Male",2,4,Deluxe,3,Unmarried,5,0,1,0,1,Manager,23686,Middle-aged,Medium,3
201639,0,32,"Self Enquiry",1,12,Salaried,Male,2,3,Basic,3,Single,4,0,1,0,1,Executive,18038,Middle-aged,Low,3
201640,0,27,"Self Enquiry",1,23,"Large Business",Male,2,3,Basic,4,Married,1,1,4,0,0,Executive,18058,Young,Low,2
201641,1,19,"Company Invited",3,6,"Large Business",Female,3,5,Basic,5,Single,1,0,3,1,0,Executive,17325,Young,Low,3
201642,0,36,"Company Invited",1,9,"Small Business",Male,1,3,Basic,4,Single,5,0,4,1,0,Executive,17088,Middle-aged,Low,1
201643,0,30,"Company Invited",1,15,"Small Business",Male,3,3,Deluxe,5,Married,2,0,1,1,1,Manager,18072,Middle-aged,Low,4
201646,0,33,"Self Enquiry",1,8,Salaried,Male,2,3,Basic,3,Single,1,0,3,1,0,Executive,17500,Middle-aged,Low,2
201647,1,19,"Self Enquiry",1,8,Salaried,Male,2,4,Basic,3,Single,2,0,5,1,0,Executive,16102,Young,Low,2
201648,0,46,"Self Enquiry",3,6,"Small Business",Female,3,3,Standard,5,Married,2,0,1,1,2,"Senior Manager",25453,Senior,Medium,5
201649,0,38,"Self Enquiry",1,15,Salaried,Female,3,3,Basic,3,Single,2,0,1,1,2,Executive,17288,Middle-aged,Low,5
201651,0,34,"Self Enquiry",1,33,"Small Business",Female,3,3,Basic,4,Single,3,0,3,0,0,Executive,17311,Middle-aged,Low,3
201652,1,41,"Self Enquiry",3,26,"Small Business",Female,3,3,Basic,4,Single,2,1,4,0,1,Executive,18140,Middle-aged,Low,4
201653,0,,"Self Enquiry",1,6,"Small Business",Male,2,4,Basic,3,Married,3,0,3,1,0,Executive,18690,Young,Low,2
201655,0,33,"Self Enquiry",1,20,"Small Business",Female,3,3,Basic,4,Married,2,0,5,1,1,Executive,17756,Middle-aged,Low,4
201656,0,40,"Self Enquiry",1,10,"Small Business",Female,2,3,King,3,Married,2,0,5,1,1,VP,34033,Middle-aged,Medium,3
201657,0,55,"Self Enquiry",1,20,"Small Business",Male,3,1,King,4,Single,1,0,1,1,1,VP,33722,Senior,Medium,4
201658,0,34,"Company Invited",1,8,Salaried,Male,2,4,Deluxe,3,Married,2,0,4,0,1,Manager,24547,Middle-aged,Medium,3
201659,0,51,"Self Enquiry",1,9,"Small Business",Female,3,3,"Super Deluxe",4,Single,4,0,5,1,1,AVP,28734,Senior,Medium,4
201661,0,27,"Self Enquiry",1,15,"Small Business",Female,4,3,Basic,4,Single,2,0,3,0,1,Executive,17279,Young,Low,5
201662,1,35,"Self Enquiry",1,29,Salaried,Male,2,4,Deluxe,3,Married,4,1,4,1,0,Manager,20916,Middle-aged,Medium,2
201663,0,43,"Company Invited",1,13,"Small Business",Male,2,1,Basic,3,Married,5,0,4,1,0,Executive,17089,Middle-aged,Low,2
201664,0,45,"Company Invited",1,8,"Small Business",Male,3,4,"Super Deluxe",3,Married,1,0,4,1,2,AVP,31792,Middle-aged,Medium,5
201665,0,,"Self Enquiry",1,27,Salaried,Male,3,1,Basic,5,Married,2,1,3,1,0,Executive,18564,Young,Low,3
201667,0,42,"Company Invited",1,27,"Small Business",Female,2,3,Deluxe,3,Married,3,0,1,0,0,Manager,20265,Middle-aged,Medium,2
201668,0,38,"Self Enquiry",1,8,Salaried,Male,2,3,Deluxe,3,Married,1,0,1,1,1,Manager,21553,Middle-aged,Medium,3
201669,0,38,"Self Enquiry",1,35,"Large Business",Male,2,3,Deluxe,3,Married,4,0,1,0,0,Manager,21261,Middle-aged,Medium,2
201671,0,49,"Company Invited",1,24,Salaried,Male,3,3,Deluxe,3,Married,2,1,1,0,0,Manager,21804,Senior,Medium,3
201673,0,40,"Self Enquiry",1,25,"Small Business",Male,1,3,Deluxe,3,Married,1,1,1,1,0,Manager,17741,Middle-aged,Low,1
201674,1,38,"Self Enquiry",1,35,"Small Business",Male,3,3,Deluxe,5,Married,1,1,3,1,2,Manager,21673,Middle-aged,Medium,5
201675,1,29,"Self Enquiry",3,33,"Small Business",Female,2,3,Standard,3,Married,2,0,3,0,0,"Senior Manager",22639,Young,Medium,2
201676,0,22,"Self Enquiry",1,11,Salaried,Male,2,1,Basic,4,Married,2,1,4,1,0,Executive,17328,Young,Low,2
201677,0,36,"Company Invited",1,24,"Small Business",Female,3,3,Basic,3,Single,2,0,3,0,1,Executive,17153,Middle-aged,Low,4
201679,0,46,"Self Enquiry",1,6,"Small Business",Male,3,3,Standard,5,Married,1,0,1,0,2,"Senior Manager",24396,Senior,Medium,5
201680,1,32,"Self Enquiry",3,10,"Small Business",Male,2,5,Standard,3,Married,2,0,1,1,0,"Senior Manager",25400,Middle-aged,Medium,2
201681,0,30,"Company Invited",1,6,Salaried,Male,2,4,Standard,3,Unmarried,2,0,5,1,1,"Senior Manager",23474,Middle-aged,Medium,3
201682,0,27,"Company Invited",3,26,Salaried,"Fe Male",2,3,Deluxe,3,Unmarried,2,0,1,1,1,Manager,24981,Young,Medium,3
201683,0,51,"Self Enquiry",1,14,Salaried,Male,2,4,Standard,4,Married,6,0,3,1,1,"Senior Manager",27490,Senior,Medium,3
201684,1,30,"Self Enquiry",1,9,"Large Business",Female,2,3,Basic,5,Single,6,1,4,0,0,Executive,17657,Middle-aged,Low,2
201685,0,41,"Self Enquiry",3,12,Salaried,Female,3,3,Standard,3,Single,4,1,1,0,0,"Senior Manager",28591,Middle-aged,Medium,3
201686,1,30,"Company Invited",3,32,"Small Business",Female,2,4,Deluxe,5,Unmarried,6,0,1,1,1,Manager,21696,Middle-aged,Medium,3
201687,1,29,"Self Enquiry",1,6,"Large Business",Male,2,3,Basic,3,Single,1,0,1,0,0,Executive,17058,Young,Low,2
201688,0,45,"Company Invited",3,12,"Small Business","Fe Male",2,4,Standard,3,Unmarried,7,0,4,1,0,"Senior Manager",23865,Middle-aged,Medium,2
201689,0,54,"Self Enquiry",3,9,"Small Business",Female,2,3,Deluxe,5,Married,3,0,4,1,0,Manager,20940,Senior,Medium,2
201690,0,36,"Self Enquiry",1,11,Salaried,Male,3,3,Deluxe,4,Single,1,0,1,1,1,Manager,20914,Middle-aged,Medium,4
201691,0,33,"Self Enquiry",1,10,"Small Business",Female,2,4,Basic,4,Married,7,0,4,0,1,Executive,17622,Middle-aged,Low,3
201692,0,37,"Company Invited",1,17,Salaried,Male,2,3,Standard,3,Married,2,1,3,1,1,"Senior Manager",27185,Middle-aged,Medium,3
201693,0,38,"Self Enquiry",3,9,Salaried,Male,3,3,Standard,3,Married,1,0,1,1,1,"Senior Manager",25609,Middle-aged,Medium,4
201695,0,59,"Self Enquiry",1,9,Salaried,Male,3,4,Basic,3,Married,4,0,3,0,0,Executive,17177,Senior,Low,3
201696,0,37,"Company Invited",3,10,"Small Business",Male,2,3,Basic,3,Married,5,0,4,1,0,Executive,17793,Middle-aged,Low,2
201697,0,29,"Company Invited",3,6,"Small Business",Female,2,3,Standard,3,Married,2,0,3,1,1,"Senior Manager",22918,Young,Medium,3
201698,0,35,"Company Invited",3,6,"Small Business","Fe Male",3,3,Standard,3,Unmarried,2,0,5,1,0,"Senior Manager",23789,Middle-aged,Medium,3
201699,1,29,"Self Enquiry",1,24,"Small Business",Male,2,4,Basic,3,Single,2,1,3,0,0,Executive,17389,Young,Low,2
201700,0,52,"Self Enquiry",1,8,Salaried,Female,2,4,Basic,3,Single,1,0,3,1,0,Executive,18212,Senior,Low,2
201701,0,42,"Self Enquiry",1,10,"Large Business",Male,2,3,King,3,Married,2,0,1,0,0,VP,34232,Middle-aged,Medium,2
201702,0,59,"Self Enquiry",2,12,"Small Business",Male,2,3,Basic,3,Married,1,0,4,0,0,Executive,17267,Senior,Low,2
201703,0,50,"Self Enquiry",3,6,"Small Business",Female,3,3,King,3,Married,4,0,1,1,0,VP,34517,Senior,Medium,3
201704,1,33,"Self Enquiry",1,20,"Small Business",Male,2,3,Basic,3,Married,6,1,1,1,1,Executive,17436,Middle-aged,Low,3
201705,0,43,"Self Enquiry",3,22,"Small Business",Female,3,3,"Super Deluxe",3,Married,6,1,3,0,0,AVP,31064,Middle-aged,Medium,3
